"ID-Nome;Sexo;Cidade/Estado;Nascimento;Data de adesão;Tipo;Ultima_compra;Forma_Pagamento;Valor_Gasto"
"214-Diego Nogueira;Masculino;Nova Brasilândia D'Oeste/RO;25/11/1959;04/07/2022;;22/09/2022;PARCELADO;1048"
"215-Lucca Coelho;Masculino;Nova Brasilândia D'Oeste/RO;24/06/1984;12/08/2022;B;14/09/2022;CARTÃO DE CRÉDITO;789"
"216-Sophia Araújo;Feminino;Teixeirópolis/RO;14/03/1956;05/08/2022;B;15/09/2022;PARCELADO;1492"
"217-Aline Pereira;Feminino;Pimenta Bueno/RO;11/03/1997;08/07/2022;B;09/07/2022;PARCELADO;8899"
"218-Carolina Moraes;Feminino;Pimenta Bueno/RO;09/06/1984;25/07/2022;B;18/08/2022;PARCELADO;4618"
"219-Raul Monteiro;Masculino;Jaru/RO;12/02/2002;03/08/2022;B;13/09/2022;CARTÃO DE CRÉDITO;2054"
"220-Helena Sales;Feminino;Cacaulândia/RO;30/05/1996;08/07/2022;B;11/08/2022;PIX;4618"
"221-Vitória Pires;Feminino;Governador Jorge Teixeira/RO;06/07/1994;14/08/2022;C;07/09/2022;CARTÃO DE CRÉDITO;1182"
"222-Lucca Coelho;Masculino;Urupá/RO;20/07/1973;21/08/2022;;19/09/2022;PARCELADO;3803"
"223-Vítor Nascimento;Masculino;Porto Velho/RO;14/04/1957;28/08/2022;B;13/09/2022;BOLETO;5150"
"224-Nathan Castro;Masculino;Teixeirópolis/RO;31/05/1971;03/07/2022;C;02/09/2022;BOLETO;4618"
"225-Guilherme Batista;Masculino;Alto Paraíso/RO;31/03/1959;26/07/2022;B;09/09/2022;CARTÃO DE CRÉDITO;5150"
"226-Danilo Monteiro;Masculino;Costa Marques/RO;12/07/1976;24/08/2022;A;23/09/2022;BOLETO;1620"
"227-João Lucas Teixeira;Masculino;Cacoal/RO;23/11/1984;12/07/2022;A;04/09/2022;PARCELADO;3803"
"228-Cauã Azevedo;Masculino;Mirante da Serra/RO;28/11/1955;21/08/2022;;22/08/2022;PARCELADO;2622"
"229-Eduardo Fonseca;Masculino;Itapuã do Oeste/RO;26/02/1978;13/08/2022;;23/08/2022;PARCELADO;1556"
"230-João Guilherme Teixeira;Masculino;Jaru/RO;27/09/1993;11/07/2022;C;27/08/2022;PARCELADO;1620"
"231-Alice Araújo;Feminino;Cerejeiras/RO;27/12/1989;09/08/2022;C;07/09/2022;PARCELADO;4618"
"232-Bruna Costa;Feminino;Jaru/RO;20/08/1989;20/08/2022;C;20/08/2022;PARCELADO;8899"
"233-André Coelho;Masculino;Alto Paraíso/RO;10/09/1965;20/08/2022;C;18/09/2022;CARTÃO DE CRÉDITO;5150"
"234-Alice Gomes;Feminino;São Francisco do Guaporé/RO;15/09/1971;02/07/2022;A;22/08/2022;BOLETO;2054"
"235-Caio Vieira;Masculino;Itapuã do Oeste/RO;25/08/1997;04/08/2022;;14/08/2022;PARCELADO;2622"
"236-Amanda Ferreira;Feminino;São Francisco do Guaporé/RO;10/10/1972;27/08/2022;;30/08/2022;CARTÃO DE DÉBITO;2054"
"237-Luana Castro;Feminino;Espigão D'Oeste/RO;06/03/1982;30/08/2022;C;13/09/2022;CARTÃO DE CRÉDITO;8899"
"238-Cristiane Duarte;Feminino;Cacoal/RO;24/11/1982;26/07/2022;;16/09/2022;PARCELADO;5150"
"239-Juliana Duarte;Feminino;São Miguel do Guaporé/RO;28/10/1958;04/08/2022;;16/09/2022;PIX;1492"
"240-Maria Mata;Feminino;Chupinguaia/RO;30/03/1996;19/08/2022;B;12/09/2022;PARCELADO;1620"
"241-Amanda Teixeira;Feminino;Cacoal/RO;01/07/1959;18/08/2022;C;28/08/2022;PARCELADO;4618"
"242-Márcia Sales;Feminino;Guajará-Mirim/RO;05/10/2002;03/07/2022;C;23/09/2022;PARCELADO;2622"
"243-Renata Lopes;Feminino;Rolim de Moura/RO;18/03/1962;13/08/2022;C;24/08/2022;PARCELADO;1182"
"244-Vinícius Sales;Masculino;Machadinho D'Oeste/RO;27/01/2003;24/07/2022;C;28/08/2022;CARTÃO DE CRÉDITO;3180"
"245-Helena Nogueira;Feminino;Pimenteiras do Oeste/RO;12/04/2001;23/08/2022;C;28/08/2022;CARTÃO DE CRÉDITO;7480"
"246-Vanessa Castro;Feminino;Castanheiras/RO;21/08/1987;21/08/2022;C;31/08/2022;PARCELADO;5150"
"247-Dr. Guilherme Cardoso;Masculino;Machadinho D'Oeste/RO;14/10/1964;01/07/2022;B;12/08/2022;PARCELADO;1048"
"248-Bruna Ramos;Feminino;Nova Mamoré/RO;20/02/1987;30/07/2022;C;16/09/2022;PARCELADO;3180"
"249-Marcelo Moreira;Masculino;Vale do Paraíso/RO;06/04/1960;04/07/2022;C;03/09/2022;CARTÃO DE CRÉDITO;1492"
"250-Nicolas Lima;Masculino;Rolim de Moura/RO;25/02/1978;17/08/2022;;20/09/2022;PARCELADO;2054"
"251-Alice Azevedo;Feminino;Monte Negro/RO;09/03/1987;10/08/2022;A;17/08/2022;PIX;6235"
"252-Vítor Souza;Masculino;Ji-Paraná/RO;09/02/1995;25/08/2022;C;06/09/2022;BOLETO;5150"
"253-Fernanda Pereira;Feminino;Seringueiras/RO;22/08/1993;17/08/2022;C;25/08/2022;PIX;3180"
"254-Bruna Costa;Feminino;Castanheiras/RO;02/01/1965;08/07/2022;C;04/09/2022;PARCELADO;1048"
"255-Vítor Silveira;Masculino;Campo Novo de Rondônia/RO;15/02/1959;11/08/2022;A;17/08/2022;BOLETO;2054"
"256-Raul Silveira;Masculino;Parecis/RO;27/01/1968;27/07/2022;C;04/08/2022;CARTÃO DE DÉBITO;3180"
"257-Cristiane Pereira;Feminino;Primavera de Rondônia/RO;13/07/1969;03/07/2022;C;30/08/2022;BOLETO;5150"
"258-Laura Vieira;Feminino;Alvorada D'Oeste/RO;20/05/1960;13/08/2022;A;07/09/2022;PARCELADO;3803"
"259-Vitória Araújo;Feminino;Teixeirópolis/RO;30/06/1990;16/08/2022;C;19/08/2022;PARCELADO;1620"
"260-Fernanda Fonseca;Feminino;Porto Velho/RO;02/08/1999;20/07/2022;C;29/07/2022;PARCELADO;8899"
"261-Beatriz Mendes;Feminino;Cacoal/RO;21/02/2003;12/08/2022;A;25/08/2022;CARTÃO DE DÉBITO;2054"
"262-Diego Alves;Masculino;Itapuã do Oeste/RO;10/09/1987;16/07/2022;B;22/09/2022;PARCELADO;5150"
"263-Lucas Oliveira;Masculino;Cacaulândia/RO;18/11/1977;25/08/2022;C;01/09/2022;PARCELADO;1620"
"264-Lucas Fonseca;Masculino;Ouro Preto do Oeste/RO;20/02/2003;18/07/2022;C;25/08/2022;PARCELADO;789"
"265-Diego Monteiro;Masculino;Cujubim/RO;05/01/1987;18/08/2022;B;29/09/2022;PIX;3180"
"266-Gustavo Alves;Masculino;Jaru/RO;31/05/1975;18/08/2022;C;27/08/2022;PIX;1556"
"267-Vítor Castro;Masculino;Alto Alegre dos Parecis/RO;23/04/1975;04/08/2022;B;02/09/2022;CARTÃO DE CRÉDITO;3180"
"268-Raquel Freitas;Feminino;Costa Marques/RO;29/04/1989;23/08/2022;C;20/09/2022;CARTÃO DE CRÉDITO;1492"
"269-João Guilherme Ribeiro;Masculino;Colorado do Oeste/RO;24/06/1971;11/07/2022;C;31/08/2022;PIX;6235"
"270-Luana Sales;Feminino;Rolim de Moura/RO;15/01/1972;22/08/2022;C;01/09/2022;CARTÃO DE DÉBITO;5150"
"271-Letícia Azevedo;Feminino;Cerejeiras/RO;21/05/1987;12/08/2022;C;03/09/2022;CARTÃO DE CRÉDITO;3803"
"272-João Guilherme Ramos;Masculino;Nova União/RO;29/01/1959;13/08/2022;;21/09/2022;PARCELADO;789"
"273-Sabrina Nogueira;Feminino;Ji-Paraná/RO;11/05/1981;27/07/2022;A;20/08/2022;CARTÃO DE CRÉDITO;2054"
"274-João Felipe Sales;Masculino;Nova Brasilândia D'Oeste/RO;08/05/1985;10/08/2022;B;12/08/2022;PARCELADO;5150"
"275-Laura Alves;Feminino;Rio Crespo/RO;26/05/1981;18/08/2022;;27/09/2022;PARCELADO;4618"
"276-Rodrigo Ramos;Masculino;Ministro Andreazza/RO;16/06/1996;20/08/2022;B;29/08/2022;PARCELADO;4618"
"277-Cláudia Santos;Feminino;Alta Floresta D'Oeste/RO;06/11/1989;26/08/2022;C;05/09/2022;PARCELADO;3180"
"278-Joaquim Lima;Masculino;Cacoal/RO;21/08/1974;01/07/2022;;26/09/2022;PIX;789"
"279-Beatriz Sales;Feminino;Primavera de Rondônia/RO;02/01/1960;27/08/2022;C;29/08/2022;CARTÃO DE CRÉDITO;3180"
"280-Amanda Batista;Feminino;Costa Marques/RO;26/09/1956;18/07/2022;C;03/09/2022;PARCELADO;6235"
"281-Priscila Pereira;Feminino;Cacaulândia/RO;19/09/1968;17/07/2022;;21/08/2022;PARCELADO;1556"
"282-Breno Mendes;Masculino;Mirante da Serra/RO;01/07/1961;25/07/2022;;26/08/2022;PARCELADO;2622"
"283-Camila Freitas;Feminino;Pimenta Bueno/RO;29/05/1961;20/07/2022;;04/09/2022;PARCELADO;1556"
"284-Lucas Mata;Masculino;Nova Brasilândia D'Oeste/RO;17/10/1973;21/07/2022;C;20/09/2022;PARCELADO;8899"
"285-Leonardo Rocha;Masculino;Chupinguaia/RO;09/12/1974;25/08/2022;B;18/09/2022;PARCELADO;8899"
"286-Letícia Duarte;Feminino;Monte Negro/RO;13/07/1997;28/08/2022;C;13/09/2022;PARCELADO;2622"
"287-Sabrina Silveira;Feminino;Cabixi/RO;25/04/1982;31/08/2022;C;28/09/2022;PARCELADO;1620"
"288-Bianca Ferreira;Feminino;Seringueiras/RO;17/08/1956;29/07/2022;C;19/09/2022;CARTÃO DE CRÉDITO;1620"
"289-Sophia Silveira;Feminino;Alto Paraíso/RO;14/12/1967;23/08/2022;C;24/08/2022;PARCELADO;3803"
"290-Daniela Cunha;Feminino;Monte Negro/RO;02/10/1973;07/07/2022;A;09/09/2022;PARCELADO;7480"
"291-Vítor Nogueira;Masculino;Nova Brasilândia D'Oeste/RO;07/02/1957;20/07/2022;C;22/07/2022;PARCELADO;8899"
"292-Luana Machado;Feminino;Ariquemes/RO;16/08/1970;30/07/2022;C;21/09/2022;PIX;3803"
"293-Guilherme Nogueira;Masculino;Primavera de Rondônia/RO;01/01/1998;08/07/2022;B;09/09/2022;PARCELADO;2622"
"294-Raul Rocha;Masculino;Rolim de Moura/RO;06/11/1956;17/07/2022;C;18/08/2022;CARTÃO DE CRÉDITO;7480"
"295-Alice Nogueira;Feminino;Cacaulândia/RO;23/10/1964;30/08/2022;C;27/09/2022;CARTÃO DE CRÉDITO;2622"
"296-Bruno Monteiro;Masculino;Seringueiras/RO;08/09/1980;06/08/2022;B;01/09/2022;PARCELADO;1620"
"297-Eduardo Nogueira;Masculino;Ariquemes/RO;27/11/1996;28/07/2022;C;02/08/2022;CARTÃO DE DÉBITO;789"
"298-Maria Ramos;Feminino;Castanheiras/RO;12/07/1967;24/08/2022;C;06/09/2022;PARCELADO;3803"
"299-Bianca Silveira;Feminino;Seringueiras/RO;28/05/1967;07/08/2022;C;04/09/2022;BOLETO;7480"
"300-Theo Sales;Masculino;Seringueiras/RO;23/08/1967;20/08/2022;C;07/09/2022;BOLETO;7480"
"301-Valentina Ribeiro;Feminino;São Francisco do Guaporé/RO;21/10/1963;21/08/2022;C;17/09/2022;PIX;3180"
"302-Gustavo Ribeiro;Masculino;Nova Mamoré/RO;01/12/1996;23/07/2022;C;24/08/2022;PARCELADO;1048"
"303-Daniel Barbosa;Masculino;Costa Marques/RO;24/06/1970;22/08/2022;C;13/09/2022;CARTÃO DE CRÉDITO;4618"
"304-Breno Campos;Masculino;Rio Crespo/RO;22/01/1975;28/07/2022;C;30/07/2022;PARCELADO;7480"
"305-Henrique Vieira;Masculino;Colorado do Oeste/RO;30/03/1982;28/08/2022;;13/09/2022;PIX;1182"
"306-Camila Correia;Feminino;Santa Luzia D'Oeste/RO;05/12/1975;31/07/2022;A;22/09/2022;PIX;7480"
"307-Nathan Oliveira;Masculino;Nova Mamoré/RO;19/11/1990;12/07/2022;;16/09/2022;PARCELADO;8899"
"308-Caio Lima;Masculino;Porto Velho/RO;31/08/1988;04/08/2022;C;15/09/2022;PARCELADO;1182"
"309-Carolina Oliveira;Feminino;Nova Mamoré/RO;30/01/1970;05/07/2022;C;15/08/2022;PARCELADO;1556"
"310-Vanessa Pires;Feminino;Candeias do Jamari/RO;29/06/1994;29/08/2022;C;14/09/2022;PARCELADO;789"
"311-Miguel Ramos;Masculino;Pimenta Bueno/RO;07/12/1995;30/07/2022;C;26/08/2022;PARCELADO;6235"
"312-Márcia Oliveira;Feminino;Campo Novo de Rondônia/RO;02/06/1967;14/07/2022;;19/09/2022;PARCELADO;1182"
"313-Cláudia Azevedo;Feminino;Teixeirópolis/RO;03/03/1977;25/08/2022;C;28/09/2022;PARCELADO;6235"
"314-Bruno Araújo;Masculino;Nova Brasilândia D'Oeste/RO;06/05/1998;10/07/2022;;17/07/2022;PIX;1182"
"315-Patrícia Barbosa;Feminino;Itapuã do Oeste/RO;03/10/1983;06/08/2022;;27/09/2022;PARCELADO;1182"
"316-Bruna Nascimento;Feminino;Monte Negro/RO;02/05/1993;09/08/2022;C;20/08/2022;BOLETO;1620"
"317-Gabriela Cunha;Feminino;Pimenteiras do Oeste/RO;22/02/1986;21/08/2022;C;02/09/2022;PARCELADO;6235"
"318-Daniel Ribeiro;Masculino;Pimenta Bueno/RO;17/04/1991;26/08/2022;C;01/09/2022;PIX;7480"
"319-Juliana Teixeira;Feminino;Costa Marques/RO;11/10/1970;08/08/2022;C;29/08/2022;BOLETO;7480"
"320-Patrícia Martins;Feminino;Seringueiras/RO;09/11/1985;21/08/2022;C;18/09/2022;CARTÃO DE CRÉDITO;7480"
"321-Vitória Fonseca;Feminino;Cacaulândia/RO;16/02/1960;11/08/2022;;19/08/2022;PARCELADO;789"
"322-Rodrigo Coelho;Masculino;Cacaulândia/RO;13/08/1991;10/07/2022;C;20/08/2022;PARCELADO;8899"
"323-Diego Pires;Masculino;Machadinho D'Oeste/RO;13/11/1967;05/08/2022;C;04/09/2022;PARCELADO;6235"
"324-Débora Castro;Feminino;Machadinho D'Oeste/RO;09/07/1981;24/07/2022;C;17/08/2022;PARCELADO;1556"
"325-Eduardo Azevedo;Masculino;Machadinho D'Oeste/RO;09/08/1965;14/08/2022;C;03/09/2022;CARTÃO DE CRÉDITO;3803"
"326-Vinícius Duarte;Masculino;Presidente Médici/RO;26/03/1995;30/07/2022;C;16/08/2022;PARCELADO;1182"
"327-Matheus Santos;Masculino;Cacoal/RO;23/12/1956;13/07/2022;C;30/08/2022;PIX;2054"
"328-Sophia Gomes;Feminino;Cabixi/RO;01/01/1991;26/07/2022;C;04/08/2022;PARCELADO;1182"
"329-Cauã Machado;Masculino;Rolim de Moura/RO;24/12/1973;04/08/2022;C;31/08/2022;PARCELADO;5150"
"330-Débora Machado;Feminino;Alto Paraíso/RO;12/09/1983;10/08/2022;C;08/09/2022;CARTÃO DE CRÉDITO;2054"
"331-Lucas Martins;Masculino;Cabixi/RO;28/12/1962;03/08/2022;C;18/08/2022;CARTÃO DE DÉBITO;1182"
"332-Priscila Ribeiro;Feminino;Pimenta Bueno/RO;19/09/2001;08/08/2022;B;23/09/2022;CARTÃO DE CRÉDITO;4618"
"333-João Felipe Ribeiro;Masculino;Parecis/RO;28/12/1970;16/08/2022;C;07/09/2022;CARTÃO DE CRÉDITO;7480"
"334-Theo Campos;Masculino;Nova Mamoré/RO;30/09/1961;26/07/2022;B;05/08/2022;PARCELADO;7480"
"335-Henrique Ribeiro;Masculino;Alta Floresta D'Oeste/RO;11/10/1990;08/07/2022;B;14/07/2022;CARTÃO DE CRÉDITO;6235"
"336-João Guilherme Teixeira;Masculino;Nova União/RO;10/04/1975;26/07/2022;C;01/08/2022;PARCELADO;7480"
"337-Vítor Rezende;Masculino;Ji-Paraná/RO;29/12/1998;23/07/2022;B;06/08/2022;PIX;8899"
"338-Marcelo Cunha;Masculino;Machadinho D'Oeste/RO;19/03/1978;07/07/2022;C;16/08/2022;PARCELADO;1048"
"339-Pedro Oliveira;Masculino;Jaru/RO;04/02/2003;31/08/2022;C;13/09/2022;CARTÃO DE CRÉDITO;1048"
"340-Rafael Rocha;Masculino;Mirante da Serra/RO;13/07/1981;01/07/2022;C;12/08/2022;PARCELADO;1556"
"341-Maria Monteiro;Feminino;Santa Luzia D'Oeste/RO;24/11/1984;30/08/2022;B;30/09/2022;PIX;1048"
"342-Nicolas Nogueira;Masculino;Nova Brasilândia D'Oeste/RO;08/03/1971;25/08/2022;C;17/09/2022;PIX;7480"
"343-Fernanda Mendes;Feminino;Urupá/RO;14/04/1978;28/07/2022;C;01/09/2022;PARCELADO;1182"
"344-Pietro Freitas;Masculino;Costa Marques/RO;22/04/1975;20/07/2022;C;24/09/2022;CARTÃO DE CRÉDITO;3180"
"345-Larissa Ramos;Feminino;Costa Marques/RO;20/12/1989;23/08/2022;B;07/09/2022;PARCELADO;4618"
"346-Renata Ribeiro;Feminino;Vale do Anari/RO;08/11/1969;02/08/2022;B;16/08/2022;CARTÃO DE CRÉDITO;6235"
"347-Daniel Costa;Masculino;Ji-Paraná/RO;24/10/1957;12/08/2022;C;26/09/2022;PIX;1620"
"348-João Felipe Rocha;Masculino;Vale do Anari/RO;15/09/1986;21/08/2022;A;10/09/2022;BOLETO;4618"
"349-Isabela Martins;Feminino;Presidente Médici/RO;14/09/1991;01/07/2022;C;04/08/2022;CARTÃO DE DÉBITO;2054"
"350-Samuel Freitas;Masculino;Porto Velho/RO;01/05/1975;19/08/2022;C;25/08/2022;CARTÃO DE CRÉDITO;1492"
"351-Pedro Rocha;Masculino;São Felipe D'Oeste/RO;30/07/1963;22/08/2022;C;06/09/2022;PARCELADO;3180"
"352-Theo Gomes;Masculino;Espigão D'Oeste/RO;12/11/1961;23/07/2022;C;12/08/2022;PARCELADO;2054"
"353-Natália Costa;Feminino;Nova União/RO;03/07/1960;24/07/2022;C;25/09/2022;PIX;2622"
"354-Aline Nogueira;Feminino;Colorado do Oeste/RO;22/08/1959;27/08/2022;C;25/09/2022;CARTÃO DE CRÉDITO;1620"
"355-Theo Moraes;Masculino;Pimenteiras do Oeste/RO;24/11/2000;25/07/2022;C;19/08/2022;BOLETO;3180"
"356-Mariana Cardoso;Feminino;Ji-Paraná/RO;07/09/1975;12/08/2022;A;27/09/2022;PARCELADO;1048"
"357-Fernanda Batista;Feminino;Alvorada D'Oeste/RO;14/05/1991;31/07/2022;B;08/09/2022;PARCELADO;4618"
"358-Joaquim Oliveira;Masculino;Primavera de Rondônia/RO;22/05/1974;10/08/2022;B;30/08/2022;PARCELADO;1620"
"359-Nathan Lopes;Masculino;Parecis/RO;01/05/1982;17/08/2022;C;15/09/2022;CARTÃO DE CRÉDITO;7480"
"360-Luana Nogueira;Feminino;Santa Luzia D'Oeste/RO;24/05/1967;13/07/2022;C;21/07/2022;CARTÃO DE CRÉDITO;5150"
"361-Beatriz Barbosa;Feminino;Machadinho D'Oeste/RO;02/02/1985;26/08/2022;B;29/09/2022;CARTÃO DE DÉBITO;2622"
"362-Cauã Cunha;Masculino;Pimenteiras do Oeste/RO;25/09/1963;22/07/2022;A;04/08/2022;PARCELADO;1182"
"363-Breno Ribeiro;Masculino;Corumbiara/RO;25/07/1996;06/08/2022;A;19/09/2022;PARCELADO;1556"
"364-Marcelo Cardoso;Masculino;Alto Alegre dos Parecis/RO;01/02/2003;02/08/2022;C;23/08/2022;PARCELADO;2622"
"365-Débora Batista;Feminino;Chupinguaia/RO;07/08/1986;07/08/2022;A;22/09/2022;PARCELADO;1048"
"366-Leonardo Ribeiro;Masculino;Castanheiras/RO;25/04/1967;24/08/2022;C;18/09/2022;BOLETO;1182"
"367-Laura Moraes;Feminino;Ariquemes/RO;22/01/1996;09/08/2022;C;13/08/2022;PIX;3180"
"368-Laura Azevedo;Feminino;Vale do Anari/RO;31/07/1966;22/08/2022;C;01/09/2022;BOLETO;8899"
"369-Larissa Monteiro;Feminino;Ariquemes/RO;07/10/1955;19/08/2022;;28/09/2022;CARTÃO DE DÉBITO;1492"
"370-Juliana Campos;Feminino;Cujubim/RO;21/10/1979;30/08/2022;;02/09/2022;CARTÃO DE CRÉDITO;1048"
"371-Vítor Nogueira;Masculino;Seringueiras/RO;03/11/1971;30/08/2022;A;19/09/2022;PARCELADO;6235"
"372-Thales Lima;Masculino;Presidente Médici/RO;22/05/1980;12/08/2022;C;15/08/2022;PARCELADO;6235"
"373-Joaquim Santos;Masculino;Castanheiras/RO;29/08/1989;18/07/2022;C;12/09/2022;CARTÃO DE CRÉDITO;7480"
"374-Cláudia Lima;Feminino;Ouro Preto do Oeste/RO;12/08/1955;20/07/2022;C;03/09/2022;CARTÃO DE DÉBITO;2622"
"375-Isabela Carvalho;Feminino;Costa Marques/RO;16/08/1984;19/07/2022;C;03/09/2022;PARCELADO;1556"
"376-Cristiane Machado;Feminino;Rio Crespo/RO;02/10/1971;09/08/2022;C;09/08/2022;PARCELADO;1556"
"377-Juliana Castro;Feminino;Primavera de Rondônia/RO;05/12/2003;01/08/2022;C;07/09/2022;PARCELADO;1492"
"378-Natália Moraes;Feminino;Cabixi/RO;30/01/2002;31/08/2022;;29/09/2022;PARCELADO;6235"
"379-João Lucas Moraes;Masculino;Vale do Anari/RO;12/05/2001;26/08/2022;;28/08/2022;PARCELADO;1182"
"380-Letícia Ferreira;Feminino;São Miguel do Guaporé/RO;09/08/1968;27/07/2022;A;17/09/2022;CARTÃO DE CRÉDITO;3803"
"381-Dr. Gustavo Mata;Masculino;Ji-Paraná/RO;11/04/1986;19/07/2022;A;28/09/2022;PARCELADO;3180"
"382-Aline Cunha;Feminino;Corumbiara/RO;11/08/1967;21/08/2022;B;05/09/2022;PIX;4618"
"383-Breno Ferreira;Masculino;Cacaulândia/RO;25/11/2000;05/07/2022;A;01/09/2022;PARCELADO;3180"
"384-Helena Teixeira;Feminino;Alta Floresta D'Oeste/RO;21/03/1998;22/07/2022;B;12/09/2022;PIX;6235"
"385-Débora Teixeira;Feminino;Vilhena/RO;15/08/1992;24/08/2022;B;12/09/2022;PARCELADO;2622"
"386-Rodrigo Duarte;Masculino;Chupinguaia/RO;19/04/1995;17/07/2022;C;08/09/2022;CARTÃO DE CRÉDITO;6235"
"387-Márcia Alves;Feminino;Vale do Anari/RO;28/05/1971;26/07/2022;C;22/09/2022;PARCELADO;789"
"388-Bryan Nogueira;Masculino;Nova União/RO;28/05/1962;19/07/2022;A;25/09/2022;CARTÃO DE DÉBITO;1556"
"389-Daniel Ribeiro;Masculino;Itapuã do Oeste/RO;28/04/1994;04/08/2022;C;23/08/2022;PIX;3180"
"390-Nathan Ferreira;Masculino;Costa Marques/RO;09/12/1956;16/07/2022;C;15/08/2022;CARTÃO DE CRÉDITO;8899"
"391-Cristiane Rezende;Feminino;Parecis/RO;27/05/1975;05/08/2022;C;15/09/2022;PIX;3180"
"392-Pedro Mata;Masculino;Cerejeiras/RO;16/09/1972;14/07/2022;B;03/08/2022;PARCELADO;4618"
"393-Bruno Alves;Masculino;Alvorada D'Oeste/RO;05/08/1985;25/08/2022;B;25/08/2022;PIX;2622"
"394-Mariana Batista;Feminino;Vale do Paraíso/RO;26/06/1961;07/07/2022;A;17/07/2022;PARCELADO;1182"
"395-Fernanda Rocha;Feminino;São Felipe D'Oeste/RO;10/12/1980;28/08/2022;C;05/09/2022;PARCELADO;7480"
"396-Diego Gomes;Masculino;Pimenteiras do Oeste/RO;15/07/1958;29/08/2022;C;06/09/2022;PARCELADO;789"
"397-Márcia Ramos;Feminino;Cujubim/RO;23/04/1984;26/08/2022;C;15/09/2022;CARTÃO DE DÉBITO;789"
"398-Larissa Ferreira;Feminino;Castanheiras/RO;20/08/1958;04/08/2022;A;31/08/2022;PARCELADO;3803"
"399-Bruno Cardoso;Masculino;Machadinho D'Oeste/RO;07/01/1975;03/08/2022;C;06/08/2022;BOLETO;789"
"400-Eduardo Barbosa;Masculino;Vilhena/RO;21/07/1969;15/08/2022;C;20/09/2022;PARCELADO;1556"
"401-Bryan Mata;Masculino;Alta Floresta D'Oeste/RO;05/08/1979;01/07/2022;A;17/07/2022;PARCELADO;1556"
"402-Pedro Moraes;Masculino;Teixeirópolis/RO;29/12/1981;12/07/2022;B;06/08/2022;BOLETO;5150"
"403-Daniela Teixeira;Feminino;Itapuã do Oeste/RO;06/04/1989;07/08/2022;A;22/08/2022;PARCELADO;4618"
"404-Arthur Sales;Masculino;Cujubim/RO;10/04/1968;17/07/2022;B;25/09/2022;BOLETO;8899"
"405-Valentina Vieira;Feminino;Ministro Andreazza/RO;12/10/1957;19/07/2022;C;06/09/2022;PARCELADO;4618"
"406-Natália Machado;Feminino;Novo Horizonte do Oeste/RO;05/12/1955;10/08/2022;A;12/09/2022;PIX;6235"
"407-Daniel Pires;Masculino;Pimenta Bueno/RO;26/07/1980;08/08/2022;C;11/08/2022;PARCELADO;8899"
"408-Raul Souza;Masculino;Rolim de Moura/RO;27/03/1988;22/08/2022;A;06/09/2022;CARTÃO DE CRÉDITO;1620"
"409-Lucca Cunha;Masculino;Rio Crespo/RO;08/05/2003;02/07/2022;C;31/08/2022;PARCELADO;8899"
"410-Luana Fonseca;Feminino;Vale do Anari/RO;22/11/1977;29/07/2022;C;30/07/2022;PARCELADO;3180"
"411-Juliana Vieira;Feminino;Campo Novo de Rondônia/RO;04/08/1985;03/07/2022;C;22/07/2022;PARCELADO;5150"
"412-Thales Moreira;Masculino;Seringueiras/RO;01/05/1972;23/08/2022;C;19/09/2022;CARTÃO DE CRÉDITO;789"
"413-João Guilherme Correia;Masculino;Seringueiras/RO;30/09/1983;28/08/2022;C;28/09/2022;PARCELADO;6235"
"414-Arthur Carvalho;Masculino;Candeias do Jamari/RO;09/02/1955;31/08/2022;B;12/09/2022;CARTÃO DE CRÉDITO;4618"
"415-Bruna Rezende;Feminino;Ariquemes/RO;03/02/1967;15/07/2022;C;17/08/2022;BOLETO;5150"
"416-Leonardo Freitas;Masculino;Buritis/RO;23/12/1994;29/07/2022;C;11/09/2022;PARCELADO;3803"
"417-Matheus Pereira;Masculino;Alvorada D'Oeste/RO;27/11/1964;20/08/2022;C;22/08/2022;PARCELADO;1620"
"418-Pietro Nascimento;Masculino;Nova Brasilândia D'Oeste/RO;14/04/1981;23/07/2022;A;07/09/2022;BOLETO;6235"
"419-Helena Oliveira;Feminino;Buritis/RO;18/01/1955;12/08/2022;;17/08/2022;PARCELADO;5150"
"420-Rafael Castro;Masculino;Alto Alegre dos Parecis/RO;24/05/1991;29/08/2022;B;19/09/2022;PIX;1048"
"421-Natália Coelho;Feminino;Castanheiras/RO;07/05/1958;31/07/2022;C;13/08/2022;PARCELADO;5150"
"422-Raquel Fonseca;Feminino;Primavera de Rondônia/RO;01/02/1957;14/08/2022;B;29/08/2022;PARCELADO;6235"
"423-Vítor Cardoso;Masculino;Candeias do Jamari/RO;29/06/1975;01/08/2022;B;17/09/2022;PARCELADO;1556"
"424-Alice Silveira;Feminino;Seringueiras/RO;25/12/1999;08/07/2022;A;23/07/2022;BOLETO;4618"
"425-Juliana Pereira;Feminino;São Francisco do Guaporé/RO;15/12/1973;20/07/2022;C;21/09/2022;PARCELADO;6235"
"426-Bruno Batista;Masculino;Theobroma/RO;31/01/1995;30/07/2022;C;26/09/2022;BOLETO;3803"
"427-Valentina Lopes;Feminino;Monte Negro/RO;06/06/2003;02/07/2022;A;09/08/2022;PARCELADO;2622"
"428-Bryan Ferreira;Masculino;Machadinho D'Oeste/RO;22/01/1965;31/08/2022;C;03/09/2022;PARCELADO;1048"
